name,accession_id,collection_date,location,Lineage,Institute
hCoV-19/USA/FL-CDC-STM-5SAZVMJ7F/2022,EPI_ISL_13259382,02/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/Belgium/ULG-26863/2022,EPI_ISL_13478191,20/06/2022,Europe / Belgium / Brussels-Capital Region,BA.5.6.2,
hCoV-19/USA/CA-CDC-STM-FBXX6RWTR/2022,EPI_ISL_13486000,11/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Canada/ON-PHL-22-24590-v2/2022,EPI_ISL_13504628,13/06/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/Canada/ON-PHL-22-24591-v2/2022,EPI_ISL_13504743,13/06/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/USA/MD-CDC-QDX37909346/2022,EPI_ISL_13510968,10/06/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/Belgium/UZB_5482022062724/2022,EPI_ISL_13532522,26/06/2022,Europe / Belgium / St-Jans-Molenbeek,BA.5.6.2,
hCoV-19/Belgium/ULB-IBC_CV8499043101/2022,EPI_ISL_13533479,18/06/2022,Europe / Belgium / Region Bruxelles-Capitale / Watermael-Boitsfort,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0712975/2022,EPI_ISL_13542858,14/06/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0715470/2022,EPI_ISL_13543898,17/06/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0688700/2022,EPI_ISL_13544819,27/05/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/Belgium/ULB-IBC_CV8482640094/2022,EPI_ISL_13570199,24/06/2022,Europe / Belgium / Region Bruxelles-Capitale / Forest,BA.5.6.2,
hCoV-19/Belgium/ULB-IBC_CV8482624132/2022,EPI_ISL_13570254,26/06/2022,Europe / Belgium / Region Bruxelles-Capitale / Uccle,BA.5.6.2,
hCoV-19/USA/IN-CDC-LC0720017/2022,EPI_ISL_13582878,12/06/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0720622/2022,EPI_ISL_13583519,14/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38008909/2022,EPI_ISL_13592002,12/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38008911/2022,EPI_ISL_13592138,12/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/TX-HMH-MCoV-102359/2022,EPI_ISL_13625749,22/06/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/Belgium/UZA-UA-CV8492427697/2022,EPI_ISL_13637949,25/06/2022,Europe / Belgium / Mol,BA.5.6.2,
hCoV-19/USA/VA-CDC-QDX38089619/2022,EPI_ISL_13643392,14/06/2022,North America / USA / Virginia,BA.5.6.2,
hCoV-19/USA/MD-HP33868-PIDWPJXAQB/2022,EPI_ISL_13644165,13/06/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/Luxembourg/LNS1109732/2022,EPI_ISL_13667271,15/06/2022,Europe / Luxembourg,BA.5.6.2,
hCoV-19/Belgium/ULG-27045/2022,EPI_ISL_13672039,23/06/2022,Europe / Belgium / Brussels-Capital Region,BA.5.6.2,
hCoV-19/Belgium/UZA-UA-66006210/2022,EPI_ISL_13694849,30/06/2022,Europe / Belgium / Merksem,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-MABR66JWG/2022,EPI_ISL_13701987,21/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-9588WNAHG/2022,EPI_ISL_13702091,21/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0736982/2022,EPI_ISL_13707493,23/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Belgium/CHUNamur14222427/2022,EPI_ISL_13716967,02/07/2022,Europe / Belgium / Namur,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38154783/2022,EPI_ISL_13723766,17/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/Belgium/ULB-IBC_CV8492250168/2022,EPI_ISL_13728241,29/06/2022,Europe / Belgium / Wallonie / Brabant Wallon / Braine-lâ€™Alleud,BA.5.6.2,
hCoV-19/USA/IN-CDC-LC0746177/2022,EPI_ISL_13780249,23/06/2022,North America / USA / Indiana,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0744337/2022,EPI_ISL_13780341,23/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_9507/2022,EPI_ISL_13803032,24/06/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_9475/2022,EPI_ISL_13803167,24/06/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/USA/CA-CDC-LC0753914/2022,EPI_ISL_13810888,01/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Belgium/AZDelta-2227-02085/2022,EPI_ISL_13811116,06/07/2022,Europe / Belgium / Deerlijk,BA.5.6.2,
hCoV-19/USA/NC-MCPH-CLT-009694/2022,EPI_ISL_13813197,27/06/2022,North America / USA / North Carolina / Mecklenburg County,BA.5.6.2,
hCoV-19/Peru/LIM-INS-21226/2022,EPI_ISL_13821332,23/06/2022,South America / Peru / Lima,BA.5.6.2,
hCoV-19/Belgium/AZDelta-2227-11769/2022,EPI_ISL_13829253,11/07/2022,Europe / Belgium / Izegem,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-DGPY4J4P5/2022,EPI_ISL_13831153,23/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-K28JXBKY8/2022,EPI_ISL_13831527,28/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/TX-HMH-MCoV-104375/2022,EPI_ISL_13846195,01/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/AL-CDC-STM-VFACY76JT/2022,EPI_ISL_13849105,02/07/2022,North America / USA / Alabama,BA.5.6.2,
hCoV-19/England/QEUH-3ED6109/2022,EPI_ISL_13874887,07/07/2022,Europe / United Kingdom / England,BA.5.6.2,
hCoV-19/Belgium/UZA-UA-CV8482444377/2022,EPI_ISL_13878756,11/07/2022,Europe / Belgium / Mechelen,BA.5.6.2,
hCoV-19/USA/TX-HMH-MCoV-105411/2022,EPI_ISL_13891392,07/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/TX-HMH-MCoV-105426/2022,EPI_ISL_13891425,07/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/TX-HMH-MCoV-105678/2022,EPI_ISL_13892013,07/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38522197/2022,EPI_ISL_13898065,26/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38522196/2022,EPI_ISL_13898134,26/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/VA-Curative-484150/2022,EPI_ISL_13899615,07/07/2022,North America / USA / Virginia,BA.5.6.2,
hCoV-19/Belgium/UMONS-N795461301/2022,EPI_ISL_13907629,02/07/2022,Europe / Belgium / Hainaut,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0759544/2022,EPI_ISL_13909868,27/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0759619/2022,EPI_ISL_13910215,27/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0758448/2022,EPI_ISL_13910323,27/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0759746/2022,EPI_ISL_13912172,29/06/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/Belgium/AZDelta-2228-01487/2022,EPI_ISL_13913419,13/07/2022,Europe / Belgium / Roeselare,BA.5.6.2,
hCoV-19/USA/NC-CDC-LC0767141/2022,EPI_ISL_13914294,02/07/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0759298/2022,EPI_ISL_13914955,03/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0765672/2022,EPI_ISL_13918928,06/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/DE-CDC-LC0762695/2022,EPI_ISL_13921251,07/07/2022,North America / USA / Delaware,BA.5.6.2,
hCoV-19/USA/MD-CDC-LC0760797/2022,EPI_ISL_13922729,09/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/NJ-PHEL-V22031604/2022,EPI_ISL_13955391,11/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/Belgium/AZDelta-2228-03907/2022,EPI_ISL_13958731,14/07/2022,Europe / Belgium / Torhout,BA.5.6.2,
hCoV-19/Belgium/IPG-1796/2022,EPI_ISL_13959976,30/06/2022,Europe / Belgium / Wallonie,BA.5.6.2,
hCoV-19/USA/MI-UM-10046368030/2022,EPI_ISL_13963974,09/07/2022,North America / USA / Michigan,BA.5.6.2,
hCoV-19/Belgium/UZB_548202207183/2022,EPI_ISL_13969397,13/07/2022,Europe / Belgium / Strombeek-Bever,BA.5.6.2,
hCoV-19/USA/NE-NM_L355137631/2022,EPI_ISL_13975734,16/07/2022,North America / USA / Nebraska,BA.5.6.2,
hCoV-19/USA/TX-CDC-STM-UNDNT25MW/2022,EPI_ISL_13977176,10/07/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/USA/RI-CDC-LC0770309/2022,EPI_ISL_13978800,10/07/2022,North America / USA / Rhode Island,BA.5.6.2,
hCoV-19/USA/MD-CDC-LC0771723/2022,EPI_ISL_13979186,11/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/CA-Stanford-90_S32/2022,EPI_ISL_13981116,21/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-FG-288585/2022,EPI_ISL_13981745,01/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/USA/CA-FG-288592/2022,EPI_ISL_13981746,01/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/USA/CA-FG-288081/2022,EPI_ISL_13982263,01/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/England/PLYM-3EE650A/2022,EPI_ISL_13987130,13/07/2022,Europe / United Kingdom / England,BA.5.6.2,
hCoV-19/Belgium/UZA-UA-CV8482570679/2022,EPI_ISL_13989179,14/07/2022,Europe / Belgium / Mechelen,BA.5.6.2,
hCoV-19/Netherlands/NH-RIVM-105873/2022,EPI_ISL_13991306,05/07/2022,Europe / Netherlands / Noord-Holland,BA.5.6.2,
hCoV-19/USA/AZ-USAFSAM-S18039/2022,EPI_ISL_13993831,06/07/2022,North America / USA / Arizona,BA.5.6.2,
hCoV-19/Belgium/ULG-27417/2022,EPI_ISL_13994886,15/07/2022,Europe / Belgium / Liege,BA.5.6.2,
hCoV-19/USA/GA-GPHL-2104/2022,EPI_ISL_14000845,13/07/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-94871/2022,EPI_ISL_14005013,12/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95024/2022,EPI_ISL_14005026,14/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95135/2022,EPI_ISL_14005052,15/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/USA/CT-CDC-LC0772274/2022,EPI_ISL_14009222,05/07/2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0772755/2022,EPI_ISL_14009271,06/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/MD-CDC-LC0772891/2022,EPI_ISL_14009759,11/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/MD-CDC-LC0772504/2022,EPI_ISL_14009868,11/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/CA-SC-271785/2022,EPI_ISL_14010088,06/07/2022,North America / USA / California / Santa Clara County,BA.5.6.2,
hCoV-19/USA/MA-CDCBI-CRSP_YDLU3DFTTXEKXDMC/2022,EPI_ISL_14010949,05/07/2022,North America / USA / Massachusetts,BA.5.6.2,
hCoV-19/USA/NY-PRL-220715_03H14/2022,EPI_ISL_14028944,12/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220719_01G01/2022,EPI_ISL_14029751,17/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/France/CVL-LBZCentre-A340129712/2022,EPI_ISL_14030995,11/07/2022,Europe / France / Centre-Val de Loire / Indre-et-Loire,BA.5.6.2,
hCoV-19/Chile/LI-88043/2022,EPI_ISL_14038469,16/07/2022,South America / Chile / Oâ€™Higgins / Machali,BA.5.6.2,
hCoV-19/Mexico/YUC-INMEGEN-82-123/2022,EPI_ISL_14045832,08/07/2022,North America / Mexico / Yucatan,BA.5.6.2,INMEGEN
hCoV-19/USA/MD-CDC-STM-K8CWC8C3S/2022,EPI_ISL_14052352,12/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0776219/2022,EPI_ISL_14053751,09/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0774536/2022,EPI_ISL_14054526,11/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0779452/2022,EPI_ISL_14054886,12/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0777319/2022,EPI_ISL_14055221,12/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/PA-CDC-LC0779937/2022,EPI_ISL_14055688,13/07/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/USA/CA-HLX-STM-BRSPEZXM5/2022,EPI_ISL_14058859,27/06/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX38765294/2022,EPI_ISL_14060255,05/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/Belgium/UGent-4474/2022,EPI_ISL_14062899,20/06/2022,Europe / Belgium / Ghent,BA.5.6.2,
hCoV-19/USA/TX-CDC-STM-6VDV5R34B/2022,EPI_ISL_14075581,12/07/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/Ecuador/NIC-INSPI-94393/2022,EPI_ISL_14081163,15/06/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220722575676/2022,EPI_ISL_14082900,06/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220725580052/2022,EPI_ISL_14088507,11/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/Belgium/UMONS-P063500101/2022,EPI_ISL_14097915,08/07/2022,Europe / Belgium / Hainaut,BA.5.6.2,
hCoV-19/Belgium/CHUNamur14234994/2022,EPI_ISL_14099858,13/07/2022,Europe / Belgium / Namur,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0784612/2022,EPI_ISL_14105449,13/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0783198/2022,EPI_ISL_14106225,14/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0783251/2022,EPI_ISL_14106726,16/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/CA-FG-289521/2022,EPI_ISL_14107151,16/07/2022,North America / USA / California / Los Angeles County,BA.5.6.2,
hCoV-19/Belgium/CHUNamur14240371/2022,EPI_ISL_14145805,18/07/2022,Europe / Belgium / Namur,BA.5.6.2,
hCoV-19/Belgium/CHUNamur14237801/2022,EPI_ISL_14147945,15/07/2022,Europe / Belgium / Namur,BA.5.6.2,
hCoV-19/USA/DC-DFS-PHL-07432/2022,EPI_ISL_14151374,06/07/2022,North America / USA / District of Columbia,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95278/2022,EPI_ISL_14154657,19/07/2022,South America / Ecuador / Sucumbios,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95291/2022,EPI_ISL_14154659,18/07/2022,South America / Ecuador / Sucumbios,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95343/2022,EPI_ISL_14154674,18/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95380/2022,EPI_ISL_14154695,19/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/USA/FL-CDC-STM-EJUHEWMY8/2022,EPI_ISL_14155446,16/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/PA-CDC-STM-BQKDNGUKT/2022,EPI_ISL_14155450,16/07/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/USA/PA-CDC-STM-G5B3ASJAF/2022,EPI_ISL_14155841,16/07/2022,North America / USA / Pennsylvania,BA.5.6.2,
hCoV-19/Belgium/ULB-IBC_CV8482629384/2022,EPI_ISL_14169471,16/07/2022,Europe / Belgium / Region Bruxelles-Capitale / Forest,BA.5.6.2,
hCoV-19/USA/NY-PRL-220722_02C03/2022,EPI_ISL_14177291,19/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/NY-PRL-220725_01A21/2022,EPI_ISL_14178050,22/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-107952/2022,EPI_ISL_14179735,19/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-108583/2022,EPI_ISL_14179943,21/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-108291/2022,EPI_ISL_14180233,20/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-004790/2022,EPI_ISL_14180272,15/06/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/France/BRE-HMN-22072200296/2022,EPI_ISL_14181642,11/07/2022,Europe / France / Bretagne,BA.5.6.2,
hCoV-19/USA/NJ-CDC-LC0787379/2022,EPI_ISL_14182951,14/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0788322/2022,EPI_ISL_14183925,17/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0789027/2022,EPI_ISL_14184126,18/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX38922707/2022,EPI_ISL_14186048,11/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Mexico/YUC-INMEGEN-84-129/2022,EPI_ISL_14188166,15/07/2022,North America / Mexico / Yucatan,BA.5.6.2,INMEGEN
hCoV-19/Mexico/CMX-INMEGEN-84-353/2022,EPI_ISL_14188388,17/07/2022,North America / Mexico / Mexico City,BA.5.6.2,INMEGEN
hCoV-19/USA/MA-CDCBI-CRSP_GKBKPUSNZVTM5QBY/2022,EPI_ISL_14201442,20/07/2022,North America / USA / Massachusetts,BA.5.6.2,
hCoV-19/Canada/ON-KHS-22-10549-v1/2022,EPI_ISL_14202025,21/07/2022,North America / Canada / Ontario,BA.5.6.2,
hCoV-19/USA/DE-Curative-463646/2022,EPI_ISL_14205618,19/07/2022,North America / USA / Delaware,BA.5.6.2,
hCoV-19/Netherlands/GR-UMCG-MMB_5869/2022,EPI_ISL_14205841,24/07/2022,Europe / Netherlands / Groningen / Tolbert,BA.5.6.2,
hCoV-19/Mexico/YUC_IBT_IMSS_8468/2022,EPI_ISL_14225866,15/07/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/Mexico/YUC_IBT_IMSS_8432/2022,EPI_ISL_14226023,08/07/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/Belgium/CHUNamur14249852/2022,EPI_ISL_14236422,27/07/2022,Europe / Belgium / Namur,BA.5.6.2,
hCoV-19/USA/CA-SC-271686/2022,EPI_ISL_14244879,04/07/2022,North America / USA / California / Santa Clara County,BA.5.6.2,
hCoV-19/Mexico/YUC_InDRE_FB16705_E31317594939_S13986/2022,EPI_ISL_14246198,01/07/2022,North America / Mexico / Yucatan,BA.5.6.2,INDRE
hCoV-19/USA/TX-Curative-440147/2022,EPI_ISL_14250274,24/07/2022,North America / USA / Texas,BA.5.6.2,
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_9750/2022,EPI_ISL_14254005,20/07/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/Mexico/YUC_LANGEBIO_IMSS_9772/2022,EPI_ISL_14254027,21/07/2022,North America / Mexico / Yucatan,BA.5.6.2,COVIGEN
hCoV-19/USA/UT-CDC-2-6185078/2021,EPI_ISL_14262716,14/12/2021,North America / USA / Utah,BA.5.6.2,
hCoV-19/Netherlands/GR-UMCG-MMB_5950/2022,EPI_ISL_14263160,25/07/2022,Europe / Netherlands / Groningen,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0795623/2022,EPI_ISL_14264785,20/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX39121504/2022,EPI_ISL_14267621,16/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/MD-CDC-QDX39167505/2022,EPI_ISL_14269470,18/07/2022,North America / USA / Maryland,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX38969617/2022,EPI_ISL_14270104,10/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39215641/2022,EPI_ISL_14275612,19/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Puerto Rico/PR-CVL-005436/2022,EPI_ISL_14278221,30/06/2022,North America / Puerto Rico,BA.5.6.2,
hCoV-19/Mexico/YUC-INMEGEN-86-282/2022,EPI_ISL_14278564,23/07/2022,North America / Mexico / Yucatan,BA.5.6.2,INMEGEN
hCoV-19/USA/SC-CDC-STM-TNDAJY8JW/2022,EPI_ISL_14281484,22/07/2022,North America / USA / South Carolina,BA.5.6.2,
hCoV-19/USA/GA-CDC-STM-2PA6D93EE/2022,EPI_ISL_14282450,25/07/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/GA-CDC-STM-WCM66AZDS/2022,EPI_ISL_14282767,25/07/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0797864/2022,EPI_ISL_14283718,20/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0799900/2022,EPI_ISL_14284634,23/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Ecuador/USFQ-4058/2022,EPI_ISL_14289563,27/07/2022,South America / Ecuador / Pichincha / Quito,BA.5.6.2,
hCoV-19/USA/NC-CORVASEQ-1085-6477/2022,EPI_ISL_14291976,29/07/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/KY-CDC-LC0803691/2022,EPI_ISL_14292995,18/07/2022,North America / USA / Kentucky,BA.5.6.2,
hCoV-19/USA/NY-PRL-220729_01L21/2022,EPI_ISL_14306008,27/07/2022,North America / USA / New York / New York City,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-108974/2022,EPI_ISL_14311458,24/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/TX-HMH-M-109250/2022,EPI_ISL_14311566,26/07/2022,North America / USA / Texas / Houston,BA.5.6.2,
hCoV-19/USA/CT-YPL22-39527/2022,EPI_ISL_14316069,28/07/2022,North America / USA / Connecticut,BA.5.6.2,
hCoV-19/USA/MS-MSPHL-1546/2022,EPI_ISL_14316413,01/08/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/USA/MS-MSPHL-1550/2022,EPI_ISL_14316417,01/08/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX39216455/2022,EPI_ISL_14318488,16/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/FL-CDC-QDX39216702/2022,EPI_ISL_14319025,18/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39259135/2022,EPI_ISL_14319617,20/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/CA-CDC-QDX39259154/2022,EPI_ISL_14319792,20/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/Israel/SMC-7097742/2022,EPI_ISL_14322935,01/08/2022,Asia / Israel,BA.5.6.2,
hCoV-19/France/HDF-cerba-22Q0558899/2022,EPI_ISL_14324652,18/07/2022,Europe / France / Hauts-de-France / Pas-de-Calais,BA.5.6.2,
hCoV-19/USA/CA-CDC-LC0808102/2022,EPI_ISL_14330495,22/07/2022,North America / USA / California,BA.5.6.2,
hCoV-19/USA/MS-CDC-LC0806560/2022,EPI_ISL_14330820,24/07/2022,North America / USA / Mississippi,BA.5.6.2,
hCoV-19/USA/FL-CDC-LC0806516/2022,EPI_ISL_14331044,25/07/2022,North America / USA / Florida,BA.5.6.2,
hCoV-19/USA/GA-CDC-LC0805647/2022,EPI_ISL_14331586,27/07/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/VA-CDC-LC0805428/2022,EPI_ISL_14331658,28/07/2022,North America / USA / Virginia,BA.5.6.2,
hCoV-19/USA/NJ-PHEL-V22034401/2022,EPI_ISL_14331798,27/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-96128/2022,EPI_ISL_14333176,28/07/2022,South America / Ecuador / Cotopaxi,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95903/2022,EPI_ISL_14333222,26/07/2022,South America / Ecuador / Pichincha,BA.5.6.2,
hCoV-19/Ecuador/GENSBIO-INSPI-95959/2022,EPI_ISL_14333236,27/07/2022,South America / Ecuador / Cotopaxi,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220804783526/2022,EPI_ISL_14334882,17/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220804705001/2022,EPI_ISL_14335178,20/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220806016964/2022,EPI_ISL_14335389,27/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/UT-UPHL-220806283379/2022,EPI_ISL_14335405,26/07/2022,North America / USA / Utah,BA.5.6.2,
hCoV-19/USA/IL-RIPHL_120840_G/2022,EPI_ISL_14336277,19/07/2022,North America / USA / Illinois / Cook County / Chicago,BA.5.6.2,
hCoV-19/USA/GA-CDC-QDX39323322/2022,EPI_ISL_14337459,23/07/2022,North America / USA / Georgia,BA.5.6.2,
hCoV-19/USA/NC-CDC-QDX39365690/2022,EPI_ISL_14337983,24/07/2022,North America / USA / North Carolina,BA.5.6.2,
hCoV-19/USA/NJ-CDC-QDX39412581/2022,EPI_ISL_14338246,25/07/2022,North America / USA / New Jersey,BA.5.6.2,
hCoV-19/Japan/PG-279136/2022,EPI_ISL_14340460,12/07/2022,Asia / Japan / Hiroshima,BA.5.6.2,
hCoV-19/USA/MI-MDHHS-SC42207/2022,EPI_ISL_14355154,19/07/2022,North America / USA / Michigan,BA.5.6.2,
hCoV-19/Canada/QC-L00506608001/2022,EPI_ISL_14362103,25/07/2022,North America / Canada / Quebec,BA.5.6.2,
hCoV-19/USA/MI-MDHHS-SC41864/2022,EPI_ISL_14364029,13/07/2022,North America / USA / Michigan,BA.5.6.2,
