name,accession_id,collection_date,location,Lineage,Institute
hCoV-19/Germany/NW-RKI-I-1021212/2022,EPI_ISL_15647815,03/11/2022,Europe / Germany / North Rhine-Westphalia,BQ.1,
hCoV-19/Dominican Republic/2083920-LNSPDD/2022,EPI_ISL_15647870,13/10/2022,North America / Dominican Republic / Distrito Nacional,BQ.1,
hCoV-19/Dominican Republic/2083921-LNSPDD/2022,EPI_ISL_15647871,13/10/2022,North America / Dominican Republic / Espaillat,BQ.1,
hCoV-19/Dominican Republic/2084478-LNSPDD/2022,EPI_ISL_15647877,16/10/2022,North America / Dominican Republic / Distrito Nacional,BQ.1,
hCoV-19/Dominican Republic/2084481-LNSPDD/2022,EPI_ISL_15647878,16/10/2022,North America / Dominican Republic / Santo Domingo,BQ.1,
hCoV-19/Dominican Republic/2084661-LNSPDD/2022,EPI_ISL_15647880,17/10/2022,North America / Dominican Republic / La Vega,BQ.1,
hCoV-19/France/NAQ-LBZCentre-60871122620048/2022,EPI_ISL_15648051,19/09/2022,Europe / France / Nouvelle-Aquitaine / Haute-Vienne,BQ.1,
hCoV-19/France/NAQ-LBZCentre-60871122620113/2022,EPI_ISL_15648053,19/09/2022,Europe / France / Nouvelle-Aquitaine / Haute-Vienne,BQ.1,
hCoV-19/France/IDF-LBZCentre-CE2210100039/2022,EPI_ISL_15648091,10/10/2022,Europe / France / Ile-de-France / Val-de-Marne,BQ.1,
hCoV-19/France/GES-LBZCentre-ER221010034/2022,EPI_ISL_15648113,10/10/2022,Europe / France / Grand Est / Bas-Rhin,BQ.1,
hCoV-19/France/GES-LBZCentre-EY221010032/2022,EPI_ISL_15648116,10/10/2022,Europe / France / Grand Est / Bas-Rhin,BQ.1,
hCoV-19/France/BFC-LBZCentre-PT2210100117/2022,EPI_ISL_15648151,10/10/2022,Europe / France / Bourgogne-Franche-Comte / Cote-dâ€™Or,BQ.1,
hCoV-19/France/IDF-LBZCentre-AA2209120071/2022,EPI_ISL_15648220,12/09/2022,Europe / France / Ile-de-France / Seine-Saint-Denis,BQ.1,
hCoV-19/France/IDF-LBZCentre-CG2209120008/2022,EPI_ISL_15648232,12/09/2022,Europe / France / Ile-de-France / Val-de-Marne,BQ.1,
hCoV-19/France/IDF-LBZCentre-YF2209120087/2022,EPI_ISL_15648290,12/09/2022,Europe / France / Ile-de-France / Yvelines,BQ.1,
hCoV-19/England/QEUH-325C45DE/2022,EPI_ISL_15648934,08/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C2A3B/2022,EPI_ISL_15648978,15/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C568F/2022,EPI_ISL_15649095,14/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C2F78/2022,EPI_ISL_15649099,13/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C4BFA/2022,EPI_ISL_15649100,17/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C4811/2022,EPI_ISL_15649109,17/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/QEUH-325C2BDE/2022,EPI_ISL_15649112,17/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C976A/2022,EPI_ISL_15649208,21/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C8C20/2022,EPI_ISL_15649223,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C968B/2022,EPI_ISL_15649229,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C858F/2022,EPI_ISL_15649258,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C9005/2022,EPI_ISL_15649280,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325C91F3/2022,EPI_ISL_15649284,21/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D2072/2022,EPI_ISL_15649316,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325CFD62/2022,EPI_ISL_15649330,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D0CE9/2022,EPI_ISL_15649349,23/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D07CA/2022,EPI_ISL_15649350,24/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D1037/2022,EPI_ISL_15649379,24/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D1EC4/2022,EPI_ISL_15649387,24/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D07F7/2022,EPI_ISL_15649402,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D1F76/2022,EPI_ISL_15649416,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325CF60D/2022,EPI_ISL_15649424,22/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D0CF8/2022,EPI_ISL_15649437,24/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D1AA2/2022,EPI_ISL_15649442,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D12D7/2022,EPI_ISL_15649474,24/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D0D9B/2022,EPI_ISL_15649492,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/LSPA-325D1EF1/2022,EPI_ISL_15649519,25/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/Scotland/EDB72499/2022,EPI_ISL_15649690,11/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72509/2022,EPI_ISL_15649710,11/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72511/2022,EPI_ISL_15649713,11/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72512/2022,EPI_ISL_15649715,11/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72516/2022,EPI_ISL_15649722,09/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72518/2022,EPI_ISL_15649725,06/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72526/2022,EPI_ISL_15649737,09/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72529/2022,EPI_ISL_15649742,08/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72540/2022,EPI_ISL_15649756,11/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72706/2022,EPI_ISL_15649805,18/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72748/2022,EPI_ISL_15649869,13/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72749/2022,EPI_ISL_15649871,13/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72750/2022,EPI_ISL_15649873,13/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72762/2022,EPI_ISL_15649888,14/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/Scotland/EDB72812/2022,EPI_ISL_15649901,17/10/2022,Europe / United Kingdom / Scotland,BQ.1,
hCoV-19/England/PHEC-YY8J156/2022,EPI_ISL_15649936,21/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J1DX/2022,EPI_ISL_15649942,22/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J31J/2022,EPI_ISL_15649964,11/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J3JH/2022,EPI_ISL_15649976,11/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J5P1/2022,EPI_ISL_15650028,2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J63S/2022,EPI_ISL_15650033,2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8J7OJ/2022,EPI_ISL_15650064,21/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JHPT/2022,EPI_ISL_15650129,22/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JHRD/2022,EPI_ISL_15650131,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JIDC/2022,EPI_ISL_15650144,22/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JOE8/2022,EPI_ISL_15650170,18/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JSGF/2022,EPI_ISL_15650281,19/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JSPZ/2022,EPI_ISL_15650295,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JT63/2022,EPI_ISL_15650315,19/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JUER/2022,EPI_ISL_15650365,16/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JUM6/2022,EPI_ISL_15650371,12/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JWNX/2022,EPI_ISL_15650397,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JX4D/2022,EPI_ISL_15650409,20/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/England/PHEC-YY8JZM4/2022,EPI_ISL_15650444,19/10/2022,Europe / United Kingdom / England,BQ.1,
hCoV-19/Wales/PHWC-PKGERY/2022,EPI_ISL_15650533,04/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGEXK/2022,EPI_ISL_15650538,19/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGJ9E/2022,EPI_ISL_15650551,18/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGJCX/2022,EPI_ISL_15650556,17/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGK1B/2022,EPI_ISL_15650587,17/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGM8Z/2022,EPI_ISL_15650668,18/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGMI4/2022,EPI_ISL_15650684,09/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGMJU/2022,EPI_ISL_15650685,18/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGMPM/2022,EPI_ISL_15650688,19/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGMTN/2022,EPI_ISL_15650690,20/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGOJQ/2022,EPI_ISL_15650706,17/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGXIS/2022,EPI_ISL_15650782,19/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Wales/PHWC-PKGXSW/2022,EPI_ISL_15650791,18/10/2022,Europe / United Kingdom / Wales,BQ.1,
hCoV-19/Denmark/DCGC-605391/2022,EPI_ISL_15650800,20/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605420/2022,EPI_ISL_15650834,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605434/2022,EPI_ISL_15650855,28/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605439/2022,EPI_ISL_15650862,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605443/2022,EPI_ISL_15650868,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605447/2022,EPI_ISL_15650874,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605448/2022,EPI_ISL_15650875,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605451/2022,EPI_ISL_15650880,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605479/2022,EPI_ISL_15650929,28/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605480/2022,EPI_ISL_15650931,30/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605481/2022,EPI_ISL_15650932,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605493/2022,EPI_ISL_15650950,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605504/2022,EPI_ISL_15650967,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605505/2022,EPI_ISL_15650968,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605529/2022,EPI_ISL_15651004,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605530/2022,EPI_ISL_15651006,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605540/2022,EPI_ISL_15651020,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605546/2022,EPI_ISL_15651029,30/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605548/2022,EPI_ISL_15651032,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605551/2022,EPI_ISL_15651037,21/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605563/2022,EPI_ISL_15651054,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605568/2022,EPI_ISL_15651059,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605573/2022,EPI_ISL_15651064,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605578/2022,EPI_ISL_15651069,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605582/2022,EPI_ISL_15651073,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605583/2022,EPI_ISL_15651074,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605585/2022,EPI_ISL_15651076,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605592/2022,EPI_ISL_15651082,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605606/2022,EPI_ISL_15651097,29/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605611/2022,EPI_ISL_15651102,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605626/2022,EPI_ISL_15651117,21/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605627/2022,EPI_ISL_15651118,20/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605634/2022,EPI_ISL_15651124,18/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605640/2022,EPI_ISL_15651130,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605648/2022,EPI_ISL_15651138,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605653/2022,EPI_ISL_15651143,28/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605656/2022,EPI_ISL_15651146,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605682/2022,EPI_ISL_15651172,20/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605698/2022,EPI_ISL_15651188,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605709/2022,EPI_ISL_15651199,28/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605720/2022,EPI_ISL_15651210,30/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605752/2022,EPI_ISL_15651238,21/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605753/2022,EPI_ISL_15651239,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605764/2022,EPI_ISL_15651250,29/10/2022,Europe / Denmark / Nordjylland,BQ.1,
hCoV-19/Denmark/DCGC-605767/2022,EPI_ISL_15651253,30/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605776/2022,EPI_ISL_15651262,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605777/2022,EPI_ISL_15651263,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605781/2022,EPI_ISL_15651267,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605782/2022,EPI_ISL_15651268,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605790/2022,EPI_ISL_15651276,21/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605815/2022,EPI_ISL_15651300,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605819/2022,EPI_ISL_15651304,30/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605833/2022,EPI_ISL_15651318,21/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605837/2022,EPI_ISL_15651322,30/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605856/2022,EPI_ISL_15651341,28/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605857/2022,EPI_ISL_15651342,21/10/2022,Europe / Denmark / Sjaelland,BQ.1,
hCoV-19/Denmark/DCGC-605862/2022,EPI_ISL_15651347,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605871/2022,EPI_ISL_15651356,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605872/2022,EPI_ISL_15651357,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605922/2022,EPI_ISL_15651406,28/10/2022,Europe / Denmark / Midtjylland,BQ.1,
hCoV-19/Denmark/DCGC-605929/2022,EPI_ISL_15651413,28/10/2022,Europe / Denmark / Syddanmark,BQ.1,
hCoV-19/Denmark/DCGC-605931/2022,EPI_ISL_15651415,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Denmark/DCGC-605934/2022,EPI_ISL_15651418,22/10/2022,Europe / Denmark / Hovedstaden,BQ.1,
hCoV-19/Estonia/20573517/2022,EPI_ISL_15652849,07/10/2022,Europe / Estonia / Northern Estonia,BQ.1,
hCoV-19/Estonia/18241665/2022,EPI_ISL_15652902,08/10/2022,Europe / Estonia / North-Eastern Estonia,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35994/2022,EPI_ISL_15653058,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35950/2022,EPI_ISL_15653074,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35942/2022,EPI_ISL_15653078,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35939/2022,EPI_ISL_15653079,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35903/2022,EPI_ISL_15653097,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35889/2022,EPI_ISL_15653102,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35869/2022,EPI_ISL_15653110,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35843/2022,EPI_ISL_15653116,17/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35834/2022,EPI_ISL_15653124,20/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35831/2022,EPI_ISL_15653126,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35789/2022,EPI_ISL_15653141,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35759/2022,EPI_ISL_15653154,23/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35751/2022,EPI_ISL_15653159,24/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35747/2022,EPI_ISL_15653161,23/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35659/2022,EPI_ISL_15653192,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35647/2022,EPI_ISL_15653198,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35644/2022,EPI_ISL_15653200,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35598/2022,EPI_ISL_15653213,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35980/2022,EPI_ISL_15653218,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35930/2022,EPI_ISL_15653223,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35854/2022,EPI_ISL_15653228,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35830/2022,EPI_ISL_15653231,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35770/2022,EPI_ISL_15653234,26/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35761/2022,EPI_ISL_15653236,28/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35728/2022,EPI_ISL_15653239,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35725/2022,EPI_ISL_15653240,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35709/2022,EPI_ISL_15653244,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35645/2022,EPI_ISL_15653247,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35640/2022,EPI_ISL_15653248,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Australia/NSW-ICPMR-35634/2022,EPI_ISL_15653250,25/10/2022,Oceania / Australia / New South Wales / Sydney,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8522965927/2022,EPI_ISL_15653499,23/10/2022,Europe / Belgium / Aartselaar,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8408889883/2022,EPI_ISL_15653504,23/10/2022,Europe / Belgium / Anwerpen,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8413431406/2022,EPI_ISL_15653505,23/10/2022,Europe / Belgium / Anwerpen,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8413393515/2022,EPI_ISL_15653525,23/10/2022,Europe / Belgium / Borgerhout,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8408967079/2022,EPI_ISL_15653528,21/10/2022,Europe / Belgium / Deurne,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8522885495/2022,EPI_ISL_15653548,21/10/2022,Europe / Belgium / Hoboken,BQ.1,
hCoV-19/Belgium/UZA-UA-66082708/2022,EPI_ISL_15653549,20/10/2022,Europe / Belgium / Hoboken,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8522985731/2022,EPI_ISL_15653551,22/10/2022,Europe / Belgium / Hove,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8492591082/2022,EPI_ISL_15653563,09/10/2022,Europe / Belgium / Meerhout,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8497557280/2022,EPI_ISL_15653564,20/10/2022,Europe / Belgium / Meerhout,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8525579570/2022,EPI_ISL_15653581,20/10/2022,Europe / Belgium / Schelle,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8423408965/2022,EPI_ISL_15653586,09/10/2022,Europe / Belgium / Wilrijk,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8522951375/2022,EPI_ISL_15653587,21/10/2022,Europe / Belgium / Wilrijk,BQ.1,
hCoV-19/Belgium/UZA-UA-CV8523048678/2022,EPI_ISL_15653588,21/10/2022,Europe / Belgium / Wilrijk,BQ.1,
hCoV-19/Spain/MD-H12O_221589/2022,EPI_ISL_15653690,04/10/2022,Europe / Spain / Madrid,BQ.1,
hCoV-19/France/BRE-IPP53889/2022,EPI_ISL_15653701,22/10/2022,Europe / France / Bretagne / Vannes,BQ.1,
hCoV-19/France/BRE-IPP53892/2022,EPI_ISL_15653704,22/10/2022,Europe / France / Bretagne / Vannes,BQ.1,
hCoV-19/France/BRE-IPP53893/2022,EPI_ISL_15653705,22/10/2022,Europe / France / Bretagne / Vannes,BQ.1,
hCoV-19/France/GES-IPP53174/2022,EPI_ISL_15653706,11/10/2022,Europe / France / Grand Est / Montmirail,BQ.1,
hCoV-19/France/IDF-IPP53877/2022,EPI_ISL_15653751,24/10/2022,Europe / France / Ile-de-France / Le Chesnay,BQ.1,
hCoV-19/USA/MI-MDHHS-SC42691/2022,EPI_ISL_15654083,03/10/2022,North America / USA / Michigan,BQ.1,
hCoV-19/USA/MI-MDHHS-SC42832/2022,EPI_ISL_15654106,22/10/2022,North America / USA / Michigan,BQ.1,
hCoV-19/India/KA-RFNB-18415/2022,EPI_ISL_15654302,2022-10,Asia / India / Karnataka,BQ.1,
hCoV-19/Kenya/C119799/2022,EPI_ISL_15654641,18/10/2022,Africa / Kenya / Kilifi,BQ.1,
